worker_id,assignment_id,abs_scu_id,abs_sent_id_1,text_1_html,text_2_html,text_1,prev_text_sent_id_1,prev_text_1,abs_sent_id_2,text_2,prev_text_sent_id_2,prev_text_2,year,topic,source,source-doc_1,source-doc_2,source-data,key,alignments
Z2O,31N2WW6R9RRQ9JH1QLWG4D81MBNF3H,,34_1ecb~!~0~!~126,"CNN medical reporter and Grady hospital neurosurgeon Dr. Sanjay Gupta has been <strong>approached</strong> by the Obama administration to <strong>fill</strong> the post of U.S. Surgeon General , CNN officials <strong>confirmed</strong> Tuesday .",CNN 's management <strong>confirmed</strong> yesterday that Dr Gupta had been <strong>approached</strong> by the Obama team .,"CNN medical reporter and Grady hospital neurosurgeon Dr. Sanjay Gupta has been approached by the Obama administration to fill the post of U.S. Surgeon General , CNN officials confirmed Tuesday .",,------------------,34_6ecb~!~0~!~249,CNN 's management confirmed yesterday that Dr Gupta had been approached by the Obama team .,,------------------,,34,doc-doc,,,dev,34_1ecb~!~0~!~126~!~34_6ecb~!~0~!~249,"[{'sent1': [['34_1ecb~!~0~!~126~!~12~!~approached~!~17567', 'Who was approached by someone? - Dr. Sanjay Gupta', 'approached']], 'sent2': [['34_6ecb~!~0~!~249~!~10~!~approached~!~10225', 'Who had been approached by someone? - Dr Gupta', 'approached']]}, {'sent1': [['34_1ecb~!~0~!~126~!~12~!~approached~!~12439', 'Who was someone approached by? - the Obama administration', 'approached']], 'sent2': [['34_6ecb~!~0~!~249~!~10~!~approached~!~10226', 'Who had someone been approached by? - the Obama team', 'approached']]}, {'sent1': [['34_1ecb~!~0~!~126~!~28~!~confirmed~!~8682', 'Who confirmed something? - CNN officials', 'confirmed']], 'sent2': [['34_6ecb~!~0~!~249~!~3~!~confirmed~!~11749', ""Who confirmed something? - CNN 's management"", 'confirmed']]}, {'sent1': [['34_1ecb~!~0~!~126~!~28~!~confirmed~!~8683', 'What did someone confirm? - CNN medical reporter and Grady hospital neurosurgeon Dr. Sanjay Gupta has been approached by the Obama administration to fill the post of U.S. Surgeon General', 'confirmed']], 'sent2': [['34_6ecb~!~0~!~249~!~3~!~confirmed~!~11750', 'What did someone confirm? - that Dr Gupta had been approached by the Obama team', 'confirmed']]}, {'sent1': [['34_1ecb~!~0~!~126~!~28~!~confirmed~!~8684', 'When did someone confirm something? - Tuesday', 'confirmed']], 'sent2': [['34_6ecb~!~0~!~249~!~3~!~confirmed~!~11751', 'When did someone confirm something? - yesterday', 'confirmed']]}]"
WYG,3NS0A6KXC49X8CKPMCX7QZDS2JQZGX,,34_1ecb~!~0~!~126,"CNN medical reporter and Grady hospital neurosurgeon Dr. Sanjay Gupta has been <strong>approached</strong> by the Obama administration to <strong>fill</strong> the post of U.S. Surgeon General , CNN officials <strong>confirmed</strong> Tuesday .",CNN 's management <strong>confirmed</strong> yesterday that Dr Gupta had been <strong>approached</strong> by the Obama team .,"CNN medical reporter and Grady hospital neurosurgeon Dr. Sanjay Gupta has been approached by the Obama administration to fill the post of U.S. Surgeon General , CNN officials confirmed Tuesday .",,------------------,34_6ecb~!~0~!~249,CNN 's management confirmed yesterday that Dr Gupta had been approached by the Obama team .,,------------------,,34,doc-doc,,,dev,34_1ecb~!~0~!~126~!~34_6ecb~!~0~!~249,"[{'sent1': [['34_1ecb~!~0~!~126~!~12~!~approached~!~12439', 'Who was someone approached by? - the Obama administration', 'approached']], 'sent2': [['34_6ecb~!~0~!~249~!~10~!~approached~!~10226', 'Who had someone been approached by? - the Obama team', 'approached']]}, {'sent1': [['34_1ecb~!~0~!~126~!~12~!~approached~!~17567', 'Who was approached by someone? - Dr. Sanjay Gupta', 'approached']], 'sent2': [['34_6ecb~!~0~!~249~!~10~!~approached~!~10225', 'Who had been approached by someone? - Dr Gupta', 'approached']]}, {'sent1': [['34_1ecb~!~0~!~126~!~28~!~confirmed~!~8682', 'Who confirmed something? - CNN officials', 'confirmed']], 'sent2': [['34_6ecb~!~0~!~249~!~3~!~confirmed~!~11749', ""Who confirmed something? - CNN 's management"", 'confirmed']]}, {'sent1': [['34_1ecb~!~0~!~126~!~28~!~confirmed~!~8683', 'What did someone confirm? - CNN medical reporter and Grady hospital neurosurgeon Dr. Sanjay Gupta has been approached by the Obama administration to fill the post of U.S. Surgeon General', 'confirmed']], 'sent2': [['34_6ecb~!~0~!~249~!~3~!~confirmed~!~11750', 'What did someone confirm? - that Dr Gupta had been approached by the Obama team', 'confirmed']]}, {'sent1': [['34_1ecb~!~0~!~126~!~28~!~confirmed~!~8684', 'When did someone confirm something? - Tuesday', 'confirmed']], 'sent2': [['34_6ecb~!~0~!~249~!~3~!~confirmed~!~11751', 'When did someone confirm something? - yesterday', 'confirmed']]}]"
Z2O,32Q90QCQ1SM4Z3PCGG493H43LWTEK8,,MultiNews_test24~!~test24_parsed~!~120,"While KCRA reports that gold can simply be <strong>picked</strong> off the ground <strong>following</strong> major flooding , the best prospecting will <strong>come</strong> in the summer months when the water has <strong>receded</strong> .",<strong>Hide</strong> Transcript Show Transcript Expert : Summer gold rush could be the best in 20 years | Share <strong><strong>Copy</strong></strong> Link <strong><strong>Copy</strong></strong> A geologist and gold mining expert <strong>said</strong> this year 's summer gold rush is <strong>expected</strong> to be the best in two decades .,"While KCRA reports that gold can simply be picked off the ground following major flooding, the best prospecting will come in the summer months when the water has receded.",,"According to CBS San Francisco, the floods also swept gold out of abandoned mines and washed it downriver.",MultiNews_test24~!~1_parsed.txt~!~11,Hide Transcript Show Transcript Expert: Summer gold rush could be the best in 20 years | Share Copy Link Copy A geologist and gold mining expert said this year's summer gold rush is expected to be the best in two decades.,,------------------,,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~1_parsed.txt~!~11~!~MultiNews_test24~!~test24_parsed~!~120,"[{'sent1': [['MultiNews_test24~!~test24_parsed~!~120~!~20~!~come~!~9924', 'What will come? - the best prospecting', 'come'], ['MultiNews_test24~!~test24_parsed~!~120~!~20~!~come~!~16734', 'When will something come? - the summer months', 'come']], 'sent2': [['MultiNews_test24~!~1_parsed.txt~!~11~!~35~!~expected~!~11754', ""What is expected to do something? - this year 's summer gold rush"", 'expected']]}]"
WYG,3FIJLY1B6U5XG8MOOJTNHGB2R5JFPT,,MultiNews_test24~!~test24_parsed~!~120,"While KCRA reports that gold can simply be <strong>picked</strong> off the ground <strong>following</strong> major flooding , the best prospecting will <strong>come</strong> in the summer months when the water has <strong>receded</strong> .",<strong>Hide</strong> Transcript Show Transcript Expert : Summer gold rush could be the best in 20 years | Share <strong><strong>Copy</strong></strong> Link <strong><strong>Copy</strong></strong> A geologist and gold mining expert <strong>said</strong> this year 's summer gold rush is <strong>expected</strong> to be the best in two decades .,"While KCRA reports that gold can simply be picked off the ground following major flooding, the best prospecting will come in the summer months when the water has receded.",,"According to CBS San Francisco, the floods also swept gold out of abandoned mines and washed it downriver.",MultiNews_test24~!~1_parsed.txt~!~11,Hide Transcript Show Transcript Expert: Summer gold rush could be the best in 20 years | Share Copy Link Copy A geologist and gold mining expert said this year's summer gold rush is expected to be the best in two decades.,,------------------,,MultiNews_test24,sum-doc,,,gold-test,MultiNews_test24~!~1_parsed.txt~!~11~!~MultiNews_test24~!~test24_parsed~!~120,{}
Z2O,34T446B1C0FNPFYUGWOWU9PRMMC0CX,TAC2008~!~D0824-A-CEGH~!~14~!~SCU,TAC2008~!~D0824-A-CEGH~!~33,"Other studies are <strong>looking</strong> into the effects and effectiveness of oral contraceptives , an underactive thyroid , olive oil , a cell 's ability to <strong>repair</strong> DNA , and the flushing of milk ducts .","Cristofanilli <strong>noted</strong> that the women with underactive thyroid glands all were <strong>taking</strong> thyroid hormone replacements , which <strong>suggests</strong> it is not the thyroid hormone level itself that <strong>influences</strong> the growth of breast cancer .","Other studies are looking into the effects and effectiveness of oral contraceptives, an underactive thyroid, olive oil, a cell's ability to repair DNA, and the flushing of milk ducts.",TAC2008~!~D0824-A-CEGH~!~32,NIH has undertaken a study of sisters to find genetic and environmental causes of the disease.,TAC2008~!~D0824-A~!~NYT_ENG_20050215.0034~!~46,"Cristofanilli noted that the women with underactive thyroid glands all were taking thyroid hormone replacements, which suggests it is not the thyroid hormone level itself that influences the growth of breast cancer.",-1,------------------,TAC2008,D0824-A,doc-summ,reference_summary_sentence,source_document,docsumm-test,TAC2008~!~D0824-A-CEGH~!~33~!~TAC2008~!~D0824-A~!~NYT_ENG_20050215.0034~!~46,"[{'sent1': [['TAC2008~!~D0824-A-CEGH~!~33~!~3~!~looking~!~13973', 'What is something looking into? - an underactive thyroid', 'looking']], 'sent2': [['TAC2008~!~D0824-A~!~NYT_ENG_20050215.0034~!~46~!~27~!~influences~!~4375', 'What does not influence something? - the thyroid hormone level itself', 'influences']]}]"
WYG,3X1FV8S5JXSGZSFFLF845T0WE8LVGU,TAC2008~!~D0824-A-CEGH~!~14~!~SCU,TAC2008~!~D0824-A-CEGH~!~33,"Other studies are <strong>looking</strong> into the effects and effectiveness of oral contraceptives , an underactive thyroid , olive oil , a cell 's ability to <strong>repair</strong> DNA , and the flushing of milk ducts .","Cristofanilli <strong>noted</strong> that the women with underactive thyroid glands all were <strong>taking</strong> thyroid hormone replacements , which <strong>suggests</strong> it is not the thyroid hormone level itself that <strong>influences</strong> the growth of breast cancer .","Other studies are looking into the effects and effectiveness of oral contraceptives, an underactive thyroid, olive oil, a cell's ability to repair DNA, and the flushing of milk ducts.",TAC2008~!~D0824-A-CEGH~!~32,NIH has undertaken a study of sisters to find genetic and environmental causes of the disease.,TAC2008~!~D0824-A~!~NYT_ENG_20050215.0034~!~46,"Cristofanilli noted that the women with underactive thyroid glands all were taking thyroid hormone replacements, which suggests it is not the thyroid hormone level itself that influences the growth of breast cancer.",-1,------------------,TAC2008,D0824-A,doc-summ,reference_summary_sentence,source_document,docsumm-test,TAC2008~!~D0824-A-CEGH~!~33~!~TAC2008~!~D0824-A~!~NYT_ENG_20050215.0034~!~46,{}
Z2O,3E1QT0TDFPAWK7PX3AXXYRT4IP88IU,DUC2006~!~D0615~!~24~!~SCU,DUC2006~!~D0615f~!~APW20000927.0032~!~74,"Some proponents of divine creation have <strong>organized</strong> a concept , <strong>called</strong> creationism , that they <strong>proposed</strong> be <strong>taught</strong> along with evolution .",Both Ellsworths <strong>believe</strong> there 's room in the science classroom for more than one theory on the origin of life .,"Some proponents of divine creation have organized a concept, called creationism, that they proposed be taught along with evolution.",DUC2006~!~D0615f~!~APW20000927.0032~!~73,"Teaching of evolution has been opposed by those who believe that the universe, the Earth and its creatures were created abruptly by God.",DUC2006~!~D0615f~!~NYT19990520.0008~!~425,Both Ellsworths believe there's room in the science classroom for more than one theory on the origin of life.,DUC2006~!~D0615f~!~NYT19990520.0008~!~424,"Her father, Phil Ellsworth, said he's confident his daughter won't be swayed from her basic religious belief that God created the world.",DUC2006,D0615f,doc-doc,source_document,source_document,doc-dev,DUC2006~!~D0615f~!~APW20000927.0032~!~74~!~DUC2006~!~D0615f~!~NYT19990520.0008~!~425,"[{'sent1': [['DUC2006~!~D0615f~!~APW20000927.0032~!~74~!~15~!~proposed~!~13036', 'What did someone propose? - be taught along with evolution', 'proposed'], ['DUC2006~!~D0615f~!~APW20000927.0032~!~74~!~17~!~taught~!~3089', 'What should be taught? - creationism', 'taught']], 'sent2': [['DUC2006~!~D0615f~!~NYT19990520.0008~!~425~!~2~!~believe~!~3152', ""What does someone believe? - there 's room in the science classroom for more than one theory on the origin of life"", 'believe']]}]"
WYG,3II4UPYCOJ8LI097XQDMTLYRKOQQDL,DUC2006~!~D0615~!~24~!~SCU,DUC2006~!~D0615f~!~APW20000927.0032~!~74,"Some proponents of divine creation have <strong>organized</strong> a concept , <strong>called</strong> creationism , that they <strong>proposed</strong> be <strong>taught</strong> along with evolution .",Both Ellsworths <strong>believe</strong> there 's room in the science classroom for more than one theory on the origin of life .,"Some proponents of divine creation have organized a concept, called creationism, that they proposed be taught along with evolution.",DUC2006~!~D0615f~!~APW20000927.0032~!~73,"Teaching of evolution has been opposed by those who believe that the universe, the Earth and its creatures were created abruptly by God.",DUC2006~!~D0615f~!~NYT19990520.0008~!~425,Both Ellsworths believe there's room in the science classroom for more than one theory on the origin of life.,DUC2006~!~D0615f~!~NYT19990520.0008~!~424,"Her father, Phil Ellsworth, said he's confident his daughter won't be swayed from her basic religious belief that God created the world.",DUC2006,D0615f,doc-doc,source_document,source_document,doc-dev,DUC2006~!~D0615f~!~APW20000927.0032~!~74~!~DUC2006~!~D0615f~!~NYT19990520.0008~!~425,"[{'sent1': [['DUC2006~!~D0615f~!~APW20000927.0032~!~74~!~15~!~proposed~!~13035', 'Who proposed something? - they', 'proposed']], 'sent2': [['DUC2006~!~D0615f~!~NYT19990520.0008~!~425~!~2~!~believe~!~3151', 'Who believes something? - Both Ellsworths', 'believe']]}]"
Z2O,3Z2R0DQ0JHF9INLMRAY53LI94W8E2N,,12_1ecbplus~!~3~!~212,"The Indian Navy patrolling the Gulf of Aden on Thursday <strong>thwarted</strong> a multi - boat attack by sea brigands on merchant vessels , <strong>apprehending</strong> 26 Somali pirates and <strong>confiscating</strong> arms and ammunition , in the fifth successful anti - piracy operation since September .","Indian Naval ship , INS Sukanya , <strong>thwarted</strong> a piracy attack in the Gulf of Aden and <strong>captured</strong> three boats of the pirates .","The Indian Navy patrolling the Gulf of Aden on Thursday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September .",,Navy foils Somali pirate attack off Gulf of Aden,12_2ecbplus~!~3~!~167,"Indian Naval ship , INS Sukanya , thwarted a piracy attack in the Gulf of Aden and captured three boats of the pirates .",,"Updated : November 11 , 2011 18 : 50 IST",,12p,doc-doc,,,dev,12_1ecbplus~!~3~!~212~!~12_2ecbplus~!~3~!~167,"[{'sent1': [['12_1ecbplus~!~3~!~212~!~23~!~apprehending~!~9962', 'Where did someone apprehend someone? - the Gulf of Aden', 'apprehending']], 'sent2': [['12_2ecbplus~!~3~!~167~!~17~!~captured~!~11528', 'Where did someone capture something? - in the Gulf of Aden', 'captured']]}, {'sent1': [['12_1ecbplus~!~3~!~212~!~10~!~thwarted~!~7891', 'Who thwarted something? - The Indian Navy', 'thwarted']], 'sent2': [['12_2ecbplus~!~3~!~167~!~7~!~thwarted~!~17348', 'Who thwarted something? - INS Sukanya', 'thwarted']]}, {'sent1': [['12_1ecbplus~!~3~!~212~!~23~!~apprehending~!~9961', 'Who apprehended someone? - The Indian Navy', 'apprehending']], 'sent2': [['12_2ecbplus~!~3~!~167~!~17~!~captured~!~17292', 'Who captured something? - INS Sukanya', 'captured']]}]"
WYG,3Z3ZLGNNSIVN087A417AGCCFTBZQ3L,,12_1ecbplus~!~3~!~212,"The Indian Navy patrolling the Gulf of Aden on Thursday <strong>thwarted</strong> a multi - boat attack by sea brigands on merchant vessels , <strong>apprehending</strong> 26 Somali pirates and <strong>confiscating</strong> arms and ammunition , in the fifth successful anti - piracy operation since September .","Indian Naval ship , INS Sukanya , <strong>thwarted</strong> a piracy attack in the Gulf of Aden and <strong>captured</strong> three boats of the pirates .","The Indian Navy patrolling the Gulf of Aden on Thursday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September .",,Navy foils Somali pirate attack off Gulf of Aden,12_2ecbplus~!~3~!~167,"Indian Naval ship , INS Sukanya , thwarted a piracy attack in the Gulf of Aden and captured three boats of the pirates .",,"Updated : November 11 , 2011 18 : 50 IST",,12p,doc-doc,,,dev,12_1ecbplus~!~3~!~212~!~12_2ecbplus~!~3~!~167,"[{'sent1': [['12_1ecbplus~!~3~!~212~!~10~!~thwarted~!~7892', 'What did someone thwart? - a multi - boat attack by sea brigands on merchant vessels', 'thwarted']], 'sent2': [['12_2ecbplus~!~3~!~167~!~7~!~thwarted~!~11678', 'What did someone thwart? - a piracy attack', 'thwarted']]}, {'sent1': [['12_1ecbplus~!~3~!~212~!~10~!~thwarted~!~7891', 'Who thwarted something? - The Indian Navy', 'thwarted']], 'sent2': [['12_2ecbplus~!~3~!~167~!~7~!~thwarted~!~17349', 'Who thwarted something? - Indian Naval ship', 'thwarted']]}, {'sent1': [['12_1ecbplus~!~3~!~212~!~23~!~apprehending~!~9961', 'Who apprehended someone? - The Indian Navy', 'apprehending']], 'sent2': [['12_2ecbplus~!~3~!~167~!~17~!~captured~!~17293', 'Who captured something? - Indian Naval ship', 'captured']]}, {'sent1': [['12_1ecbplus~!~3~!~212~!~23~!~apprehending~!~9964', 'How did someone apprehend someone? - a multi - boat attack by sea brigands on merchant vessels', 'apprehending']], 'sent2': [['12_2ecbplus~!~3~!~167~!~17~!~captured~!~11529', 'How did someone capture something? - thwarted a piracy attack', 'captured']]}, {'sent1': [['12_1ecbplus~!~3~!~212~!~23~!~apprehending~!~9962', 'Where did someone apprehend someone? - the Gulf of Aden', 'apprehending']], 'sent2': [['12_2ecbplus~!~3~!~167~!~17~!~captured~!~11528', 'Where did someone capture something? - in the Gulf of Aden', 'captured']]}]"
